OP_CARRIER,OP_CARRIER_FL_NUM,ORIGIN,DEST,DEP_TIME,ARR_TIME
WN,3839,SDF,TPA,1154,1351
WN,384,MCO,BHM,907,937
WN,3842,SMF,DAL,622,1126
WN,3843,MKE,DAL,1805,2025
WN,3845,CMH,MDW,1050,1101
WN,3846,STL,MSY,816,951
WN,3847,BNA,OKC,1554,1736
WN,3848,DEN,ONT,1938,2051
WN,3849,LAS,LGB,901,1010
WN,385,DEN,MCI,1734,1959
WN,385,MCI,IND,2043,2303
WN,3850,PHX,SAN,1821,1929
WN,3850,SAN,PDX,2011,2229
WN,3853,MKE,MCO,649,1025
WN,3854,HOU,LBB,951,1125
WN,3855,LAS,SMF,1938,2109
WN,3857,MDW,MCI,750,909
WN,3858,MSY,HOU,2045,2200
WN,3859,RDU,MCI,1326,1452
WN,3860,LAS,PHX,1512,1625
WN,3861,PHX,DAL,1714,2136
WN,3862,LAS,FAT,2216,2323
WN,3862,OAK,SAN,1808,1936
WN,3862,SAN,LAS,2019,2126
WN,3865,OAK,LAS,1220,1344
WN,3866,MCO,RDU,743,912
WN,3867,LAS,MDW,1909,29
WN,3868,OMA,ATL,1730,2035
WN,3870,MSY,LAS,1253,1425
WN,3871,MSY,HOU,1754,1908
WN,3871,TPA,MSY,1621,1655
WN,3872,ELP,LAS,619,653
WN,3873,LAS,SMF,1249,1416
WN,3873,PHX,LAS,1058,1159
WN,3874,HOU,MSY,1323,1422
WN,3874,MSY,SAN,1516,1659
WN,3874,OAK,EUG,2147,2301
WN,3874,SAN,OAK,1948,2111
WN,3875,BWI,MSY,1747,1920
WN,3876,ALB,BWI,1336,1449
WN,3876,MDW,ALB,958,1242
WN,3877,MCO,STL,2025,2159
WN,3878,DAL,SNA,2019,2119
WN,3878,ORF,DAL,1800,1955
WN,3880,DEN,BNA,1412,1744
WN,3881,KOA,OGG,1626,1701
WN,3883,TPA,RDU,1103,1237
WN,3884,DEN,LGB,1318,1452
WN,3886,BWI,MHT,2257,13
WN,3888,EUG,LAS,1220,1415
WN,3889,DEN,BNA,1247,1607
WN,3889,SAN,DEN,858,1212
WN,389,PHX,HOU,732,1153
WN,3891,PHX,SMF,1636,1829
WN,3892,DEN,LBB,2023,2238
WN,3893,AUS,ABQ,1608,1655
WN,3894,AUS,HOU,2055,2214
WN,3895,ATL,DAL,1709,1808
WN,3896,ABQ,PHX,1828,1840
WN,3897,BNA,LGA,1015,1318
WN,3898,MDW,TUL,842,1020
WN,3898,PHX,BUR,1240,1353
WN,3898,TUL,PHX,1111,1136
WN,3900,AUS,MSY,1806,1919
WN,3900,MSY,MCO,2010,2246
WN,3901,BNA,TPA,1219,1503
WN,3902,MCI,OAK,2120,2310
WN,3903,OGG,HNL,1535,1620
WN,3904,ATL,TPA,2346,104
WN,3905,SMF,SNA,1639,1800
WN,3905,SNA,PHX,1851,2007
WN,3908,ATL,LAS,702,812
WN,391,HOU,JAX,2128,35
WN,3910,DEN,SLC,1319,1442
WN,3911,BNA,BOS,2101,24
WN,3912,LGA,MDW,1050,1202
WN,3914,HOU,BWI,1816,2210
WN,3915,MCI,AUS,1833,2031
WN,3916,ELP,SAT,931,1153
WN,3916,SAT,TPA,1245,1551
WN,3918,OAK,LAS,920,1055
WN,392,SJC,BNA,632,1227
WN,3929,OAK,LAX,1432,1543
WN,393,BUR,BOI,835,1121
WN,3931,PHX,SFO,814,1014
WN,3933,ONT,DEN,919,1221
WN,3934,LAS,SAN,715,828
WN,3934,OAK,LAS,506,625
WN,3935,ABQ,DEN,552,706
WN,3936,DEN,STL,1311,1600
WN,3937,STL,RDU,2053,2339
WN,3938,HNL,OGG,1606,1648
WN,3939,DAL,SJC,754,928
WN,3940,DEN,HOU,1332,1652
WN,3940,DTW,DEN,1108,1152
WN,3941,MIA,STL,2055,2244
WN,3942,BNA,HOU,1818,2010
WN,3944,ONT,OAK,1742,1847
WN,3946,TPA,STL,1752,1912
WN,3948,PHX,RNO,2241,18
WN,3949,DAL,AMA,1605,1713
WN,3951,MDW,PIT,1209,1415
WN,3954,BWI,CHS,1153,1334
WN,3954,CHS,STL,1430,1529
WN,3955,STL,BWI,1237,1524
WN,3956,ATL,MCO,2258,14
WN,3957,HNL,KOA,1703,1751
WN,396,MCO,MSY,1950,2037
WN,396,MSY,MCI,2115,2309
WN,3960,BWI,SAN,2024,2233
WN,3961,RSW,BWI,1931,2148
WN,3962,SBA,SMF,1315,1428
WN,3963,BNA,BUR,1245,1503
WN,3964,MKE,RSW,1009,1344
WN,3966,BNA,MCI,1220,1354
WN,3966,BWI,MYR,829,945
WN,3966,MYR,BNA,1034,1105
WN,3967,MIA,DEN,1213,1423
WN,397,RSW,MKE,1655,1855
WN,3970,RDU,TPA,953,1146
WN,3971,MCO,SDF,1746,1953
WN,3971,SDF,HOU,2029,2139
WN,3972,ELP,LAS,1323,1411
WN,3975,ISP,PBI,1536,1831
WN,3976,LGB,LAS,1543,1643
WN,3978,LGA,STL,1459,1639
WN,3979,LIH,HNL,1612,1649
WN,398,BUR,LAS,2145,2256
WN,398,LAS,SMF,2339,101
WN,3980,LAS,SMF,958,1133
WN,3981,SAV,DAL,814,941
WN,3982,BUR,SMF,1858,2011
WN,3983,DAL,TUL,2123,2221
WN,3984,BOI,PHX,1616,1716
WN,3986,MSP,STL,536,652
WN,3987,STL,HOU,2020,2216
WN,3988,PHL,DAL,1030,1250
WN,399,LAS,FAT,837,950
WN,3991,BNA,SLC,1451,1724
WN,3992,PHX,MCI,1633,2056
WN,3994,OKC,BNA,1447,1619
WN,3996,DEN,BNA,1804,2125
WN,3997,LAS,ATL,1855,137
WN,3998,HOU,BWI,1100,1454
WN,3999,CHS,HOU,1338,1516
WN,4,HOU,DAL,733,827
WN,400,ICT,STL,607,715
WN,4001,BWI,BOS,2326,103
WN,4002,HOU,PHX,1836,1909
WN,4004,MCI,LAX,733,857
WN,4005,BWI,JAN,1853,2013
WN,4005,JAN,HOU,2052,2216
WN,4006,ELP,LAX,2023,2134
WN,4007,FLL,STL,1643,1825
WN,4008,DEN,BOI,1303,1453
WN,4009,MCO,IND,1848,2059
WN,4010,SNA,AUS,850,1328
WN,4011,SAT,HOU,852,1002
WN,4012,BWI,ROC,2335,47
WN,4014,BNA,DEN,1801,1939
WN,4015,HOU,LGA,1943,2353
WN,4018,COS,PHX,1236,1317
WN,4018,LAS,ONT,1613,1705
WN,4018,ONT,SMF,1750,1900
WN,4018,PHX,LAS,1410,1510
WN,4019,MSY,TPA,2156,17
WN,4020,DEN,AUS,1956,2247
WN,4020,RIC,DEN,1723,1904
WN,4021,DEN,MDW,624,936
WN,4022,PHX,MCO,1737,24
WN,4024,SDF,PHX,637,720
WN,4028,STL,CLT,1548,1829
WN,4029,BNA,MYR,2020,2239
WN,4029,VPS,BNA,1817,1935
WN,403,LAS,BOI,2018,2250
WN,4030,ITO,HNL,1714,1811
WN,4031,LAS,SLC,1220,1432
WN,4032,DAL,FLL,928,1304
WN,4033,MDW,GRR,1635,1816
WN,4036,ABQ,LAS,1701,1726
WN,4037,HOU,MAF,1556,1728
WN,4038,CMH,BNA,613,628
WN,404,STL,ECP,1333,1510
WN,4040,SAT,BNA,721,922
WN,4042,DAL,MCO,1257,1630
WN,4043,DAL,MSY,1939,2121
WN,4047,DEN,RNO,909,1025
WN,4047,RNO,LAS,1202,1309
WN,4048,HOU,TUS,1256,1313
WN,4049,DEN,SMF,1938,2112
WN,4050,MDW,MEM,2242,8
WN,4051,PIT,MDW,1523,1540
WN,4054,LGA,DEN,558,758
WN,4055,MSP,STL,1956,2114
WN,4055,STL,PHL,2145,51
WN,4059,BWI,MHT,2029,2154
WN,406,HOU,TUL,1722,1917
WN,406,TUL,STL,1953,2104
WN,4060,LGB,SJC,707,816
WN,4062,HNL,LIH,1651,1725
WN,4063,KOA,HNL,1649,1732
WN,4064,BWI,PVD,1615,1726
WN,4064,PVD,MCO,1811,2110
WN,4065,STL,DEN,1454,1558
WN,4067,VPS,BWI,1132,1439
WN,407,DAL,DEN,940,1048
WN,4070,HOU,LGB,1219,1337
WN,4071,DCA,MSY,655,838
WN,4072,DAL,IND,2032,2329
WN,4073,DEN,COS,2243,2321
WN,4075,HNL,ITO,1632,1728
WN,4077,DEN,ATL,1850,2332
WN,4078,LAS,MCI,1846,2322
WN,4079,OKC,ATL,1702,1952
WN,4079,PHX,OKC,1233,1631
WN,4079,SNA,PHX,1037,1144
WN,408,BWI,GSP,2231,4
WN,4081,LGA,ATL,705,923
WN,4083,BWI,MCO,1030,1243
WN,4085,DEN,ABQ,758,905
WN,4086,AUS,IND,1946,2301
WN,4089,LAS,SAN,1635,1755
WN,4089,SAN,DAL,1843,2321
WN,409,BWI,MDW,1600,1704
WN,4090,BNA,DEN,529,715
WN,4091,BWI,AUS,2058,2308
WN,4092,BWI,CVG,900,1026
WN,4092,CVG,MCO,1121,1320
WN,4092,MYR,BWI,658,808
WN,4094,RSW,IND,1420,1648
WN,4095,SLC,BNA,955,1401
WN,4096,IND,FLL,1347,1608
WN,4097,MCO,SJU,1047,1334
WN,4099,ATL,TPA,1035,1156
WN,41,DAL,HOU,,
WN,41,PHX,DAL,1204,1616
WN,41,SMF,PHX,910,1044
WN,410,STL,CLE,2011,2240
WN,4101,BNA,MSP,1419,1612
WN,4102,BWI,TPA,1908,2126
WN,4103,DAL,SAV,1547,1851
WN,4103,PHX,SAN,754,905
WN,4103,SAN,DAL,947,1450
WN,4104,AUS,BNA,1816,2014
WN,4105,ATL,OMA,830,945
WN,4106,PHL,ATL,1920,2130
WN,4107,LGB,OAK,1329,1447
WN,4107,MSY,LGB,1027,1234
WN,4109,BWI,ALB,2341,47
WN,411,MDW,BHM,2206,2330
WN,4112,MDW,OAK,1912,2147
WN,4114,FLL,HOU,1526,1718
WN,4117,LAS,BWI,837,1608
WN,4118,BUR,OAK,656,805
WN,4120,LAX,MDW,821,1404
WN,4121,HNL,OGG,1710,1751
WN,4122,LGA,DEN,1834,2043
WN,4124,OGG,LIH,1736,1825
WN,4125,OAK,SLC,1946,2217
WN,4126,SMF,DAL,1735,2255
WN,4127,TPA,DAL,606,732
WN,4128,DEN,PIT,940,1425
WN,4128,PIT,BNA,1516,1545
WN,4129,MDW,LAS,2122,2316
WN,4130,LIH,OGG,1659,1749
WN,4131,DEN,MSP,2221,56
WN,4131,SMF,DEN,1844,2146
WN,4132,CLE,ATL,1945,2121
WN,4133,MCO,MSY,1431,1525
WN,4134,DAL,MSY,1828,1937
WN,4134,MSY,STL,2017,2202
WN,4134,ORD,DAL,1535,1742
WN,4136,ATL,LGA,2221,19
WN,4138,PIT,LAS,2002,2129
WN,4138,RSW,PIT,1655,1912
WN,4140,FLL,ATL,1306,1459
WN,4141,CMH,DAL,1930,2047
WN,4142,DSM,STL,1839,1936
WN,4142,LAS,DSM,1312,1751
WN,4144,ISP,BWI,1804,1907
WN,4146,FLL,DAL,656,848
WN,4147,LAS,PHX,2133,2245
WN,4148,HOU,MCO,1438,1743
WN,4149,BHM,TPA,1015,1236
WN,4151,BWI,SRQ,2044,2313
WN,4152,BUR,OAK,1058,1221
WN,4152,DEN,SAT,1701,1950
WN,4152,OAK,DEN,1307,1615
WN,4154,BNA,AUS,1638,1838
WN,4155,AUS,LBB,1657,1807
WN,4156,DEN,HOU,1039,1342
WN,4158,BNA,LGA,1530,1852
WN,416,HOU,LAX,625,747
WN,416,LAX,SJC,832,932
WN,4160,DAL,PHX,1418,1455
WN,4161,AUS,LAS,2029,2116
WN,4162,PHX,LGB,854,1011
WN,4165,MDW,RIC,1958,2243
WN,4166,LGA,MDW,1547,1648
WN,4167,MDW,TUL,1906,2037
WN,4167,TUL,DEN,2117,2155
WN,4168,LAS,KOA,1010,1327
WN,4169,LAS,LAX,538,636
WN,417,LAS,SAT,656,1116
WN,4170,BNA,RDU,1719,1954
WN,4171,PHX,BWI,1205,1926
WN,4172,OGG,HNL,1640,1717
WN,4173,PIT,DEN,1935,2045
WN,4176,SJU,MCO,1828,2122
WN,4179,DEN,BUF,1934,32
WN,418,DEN,BWI,1139,1654
WN,4180,LAX,SMF,2020,2135
WN,4180,SMF,SEA,2217,2355
WN,4181,HOU,HRL,1825,1922
WN,4182,DEN,OAK,2025,2157
WN,4184,TPA,CMH,1646,1855
WN,4185,TPA,ATL,1849,2016
WN,4186,TPA,ALB,1434,1713
WN,4187,BNA,MDW,1924,2049
WN,4188,HOU,BHM,2023,2155
WN,4189,LBB,HOU,1936,2104
WN,419,DEN,PHX,1259,1339
WN,4190,BOS,BWI,1641,1800
WN,4190,BWI,MCO,1843,2118
WN,4191,STL,PHL,806,1108
WN,4193,LAS,MCI,2028,104
WN,4196,MDW,BNA,1702,1814
WN,4197,PHX,SAN,2223,2325
WN,4198,ONT,DEN,1830,2122
WN,4199,PHX,ORD,1824,2327
WN,420,DAL,DEN,1739,1836
WN,4202,OAK,SEA,1937,2125
WN,4204,OAK,SAN,757,931
WN,4204,SAN,SLC,959,1249
WN,4205,OAK,LAX,853,1004
WN,4206,BWI,RSW,2033,2313
WN,4207,BNA,LAS,1857,2041
WN,4208,ATL,PHX,2207,2256
WN,4209,SJC,LGB,1024,1202
WN,421,MCI,MCO,645,1022
WN,4214,MSP,BNA,723,911
WN,4215,BNA,MCI,815,952
WN,4216,CHS,MDW,1046,1154
WN,4216,MDW,STL,1249,1400
WN,4219,MCI,SMF,1925,2100
WN,422,SAT,LAS,1547,1627
WN,4220,JAX,BWI,1632,1809
WN,4223,HOU,BNA,2152,2334
WN,4225,BUR,SMF,1614,1732
WN,4226,BNA,MCO,541,827
WN,4229,LAS,PIT,901,1606
WN,4229,PIT,MCO,1652,1858
WN,423,SAT,DEN,1207,1334
WN,4230,RSW,DAL,1546,1735
WN,4232,DAL,PHX,1801,1822
WN,4233,ATL,LAS,2256,2
WN,4234,OMA,MDW,1758,1916
WN,4234,PHX,OMA,1236,1653
WN,4235,LAS,SEA,2216,38
WN,4239,LGB,SLC,1554,1845
WN,424,BNA,LGA,1848,2157
WN,4240,SDF,BWI,1935,2107
WN,4241,LAS,PHX,2028,2136
WN,4241,STL,LAS,1832,1953
WN,4242,RNO,SAN,1944,2109
WN,4244,SMF,PHX,507,649
WN,4245,RDU,BWI,1139,1235
WN,4245,STL,RDU,811,1052
WN,4246,SNA,SJC,754,923
WN,4247,MDW,TPA,2054,20
WN,4248,AUS,ATL,1841,2141
WN,4249,BNA,BOS,1435,1758
WN,425,MSY,BNA,1241,1405
WN,4250,MDW,SEA,1332,1602
WN,4250,SEA,OAK,1659,1910
WN,4252,LAS,MKE,828,1401
WN,4253,DAL,MCO,2119,38
WN,4255,ABQ,LAS,2049,2117
WN,4256,MDW,PHX,2035,2158
WN,4256,PHX,LAS,2241,2336
WN,426,OAK,PHX,1115,1301
WN,426,PHX,AUS,1346,1746
WN,4260,LAS,MSY,737,1246
WN,4262,MDW,PHL,1728,2030
WN,4263,PHX,SJC,546,745
WN,4264,TPA,MKE,943,1124
WN,4266,DAL,OMA,910,1058
WN,4266,OMA,DEN,1150,1232
WN,4267,AUS,PHX,1947,2000
WN,427,OAK,DEN,517,826
WN,4270,OAK,PDX,1614,1736
WN,4270,PDX,DEN,1823,2134
WN,4272,MDW,RNO,1159,1406
WN,4272,RNO,SJC,1505,1607
WN,4275,HOU,MAF,2259,26
WN,4276,SFO,SAN,1751,1918
WN,4277,BWI,CHS,1724,1858
WN,4278,BNA,TPA,1407,1653
WN,4279,ABQ,BUR,1512,1607
WN,428,ATL,MCI,2144,2240
WN,4280,DAL,BWI,1851,2237
WN,4281,DEN,MCO,1829,2346
WN,4281,HOU,SLC,1326,1538
WN,4281,SLC,DEN,1637,1746
WN,4282,MKE,BNA,1400,1521
WN,4283,PIT,STL,727,808
WN,4285,TUS,DEN,1337,1630
WN,4286,BOS,MDW,1905,2027
WN,4287,HOU,DCA,1904,2246
WN,4288,KOA,HNL,1853,1937
WN,4289,MDW,ATL,1907,2158
WN,429,MCO,DEN,2007,2156
WN,4290,BNA,MSP,2218,14
WN,4291,SRQ,BNA,1930,2021
WN,4293,DEN,DSM,2019,2242
WN,4293,OAK,DEN,1615,1922
WN,4293,PHX,SAN,1210,1310
WN,4293,SAN,OAK,1401,1520
WN,4293,SLC,PHX,1046,1113
WN,4296,BWI,DAL,2024,2229
WN,4297,ONT,SJC,2037,2147
WN,4298,BWI,MDW,2131,2244
WN,4298,MCO,BWI,1822,2025
WN,4299,LAS,SAN,2106,2233
WN,430,RNO,LAX,736,857
WN,4300,SAN,PHX,630,743
WN,4302,HNL,LIH,1856,1940
WN,4303,BWI,CHS,815,954
WN,4304,HRL,AUS,752,853
WN,4307,SMF,SNA,1840,1957
WN,4309,BNA,LAS,605,800
WN,431,LAS,BNA,712,1243
WN,431,SMF,LAS,455,613
WN,4310,BWI,AUS,1700,1910
WN,4311,HNL,OGG,1824,1908
WN,4313,IND,ATL,1437,1555
WN,4318,BWI,MCI,1401,1528
WN,432,TPA,MDW,541,713
WN,4321,MDW,DAL,2141,2339
WN,4322,MCO,ORF,933,1117
WN,4322,ORF,MDW,1201,1303
WN,4323,PBI,BWI,1925,2137
WN,4324,TPA,BNA,1841,1925
WN,4325,MCI,DEN,1505,1540
WN,4326,MDW,DCA,1753,2026
WN,4328,OAK,ONT,1827,1943
WN,433,PHX,BUR,2059,2217
WN,4330,HNL,KOA,1903,1948
WN,4332,BNA,DAL,2019,2202
WN,4332,DAL,AMA,2242,2352
WN,4334,HOU,MSY,2020,2126
WN,4335,BUR,DEN,703,1009
WN,4335,DEN,MAF,1106,1328
WN,4336,OAK,LAS,1420,1540
WN,4337,DAL,ABQ,1907,1951
WN,4338,MDW,RSW,1950,2319
WN,4339,MSY,AUS,2230,2353
WN,434,PHX,DAL,728,1139
WN,4341,BNA,SRQ,2002,2249
WN,4341,SAT,BNA,1708,1911
WN,4344,LAS,MSY,1433,1942
WN,4346,LAS,SBA,2208,2319
WN,4349,MCO,DCA,1836,2039
WN,435,LAS,CLE,1333,2021
WN,4350,DEN,SDF,2043,111
WN,4351,SEA,PHX,1935,2221
WN,4354,BNA,BWI,2310,144
WN,4354,FLL,BNA,2123,2238
WN,4355,BWI,PVD,2305,20
WN,4356,AUS,PHX,1821,1837
WN,4356,PHX,SJC,1932,2128
WN,4357,DEN,LGB,1942,2104
WN,4358,AUS,MDW,1522,1756
WN,4358,MDW,PIT,1849,2106
WN,4359,DAL,MEM,945,1108
WN,4359,MEM,TPA,1204,1449
WN,436,SMF,LAS,1810,1930
WN,4360,FLL,BWI,628,846
WN,4361,SMF,PDX,2147,2308
WN,4362,HOU,BNA,1806,1955
WN,4364,ONT,LAS,1655,1752
WN,4365,MSY,ATL,1936,2156
WN,4366,DAL,TPA,1231,1556
WN,4366,DEN,SAT,650,942
WN,4366,SAT,DAL,1039,1151
WN,4367,MSP,MDW,1743,1858
WN,4368,LAS,SNA,1622,1718
WN,4368,MCI,LAS,1446,1536
WN,4369,CLE,BWI,1047,1151
WN,437,BWI,JAX,1714,1909
WN,4370,LAS,MCO,803,1527
WN,4371,DEN,SEA,1247,1444
WN,4373,HOU,MDW,900,1114
WN,4374,DAL,BWI,1336,1727
WN,4375,LIH,HNL,1857,1930
WN,4376,RDU,BNA,1644,1715
WN,4377,MDW,OMA,1824,1939
WN,4377,OMA,PHX,2037,2110
WN,4377,PHX,SLC,2155,21
WN,438,SLC,BUR,1901,1951
WN,4380,MDW,SJC,1324,1547
WN,4381,HOU,OKC,2259,17
WN,4382,PIT,HOU,1347,1543
WN,4383,DCA,STL,1204,1256
WN,4384,STL,DCA,1944,2239
WN,4385,MCO,PIT,1517,1738
WN,4385,PIT,BWI,1829,1937
WN,4389,MDW,OMA,825,942
WN,439,TPA,BWI,632,836
WN,4391,MSY,PHX,603,718
WN,4392,DCA,MCI,1948,2109
WN,4392,MCI,LAX,2152,2309
WN,4393,BNA,DTW,2048,2325
WN,4397,BUR,LAS,726,826
WN,4397,LAS,COS,909,1153
WN,4399,LGA,STL,1904,2027
WN,44,HOU,DAL,1807,1914
WN,440,STL,MDW,944,1042
WN,4400,MCO,MDW,1833,2011
WN,4401,DCA,DAL,1716,1910
WN,4402,MDW,HOU,1921,2145
WN,4404,PHX,DEN,1851,2125
WN,4405,FLL,MDW,1932,2128
WN,4406,TPA,MCI,616,759
WN,4407,ATL,MSY,2050,2114
WN,4409,DAL,AUS,2232,2322
WN,4409,ELP,DAL,1852,2137
WN,441,BNA,HOU,1301,1507
WN,4410,DAL,COS,2159,2251
WN,4412,LAS,BUR,1907,2014
WN,4413,DEN,LAX,1634,1754
WN,4414,PHX,SFO,2215,11
WN,4415,DEN,SMF,1007,1136
WN,4416,SAN,SMF,1753,1924
WN,4418,PHX,AUS,1942,2351
WN,442,DEN,ATL,1758,2238
WN,4420,DAL,DEN,1156,1312
WN,4420,DEN,SAN,1356,1508
WN,4420,HOU,DAL,1001,1057
WN,4421,DEN,BHM,2109,35
WN,4423,MAF,DAL,1848,2002
WN,4428,MCO,BNA,1911,2017
WN,4429,PHL,MDW,2038,2133
WN,443,CLT,DAL,755,940
WN,4431,LAS,SBA,1543,1647
WN,4431,SBA,OAK,1732,1835
WN,4433,MDW,DEN,1442,1611
WN,4434,PHX,HOU,2115,134
WN,4435,BWI,PIT,2232,2329
WN,4437,SMF,SAN,1822,1949
WN,444,LGA,MCI,1805,1954
WN,4440,SAN,BNA,1838,29
WN,4440,SJC,SAN,1622,1748
WN,4441,ITO,HNL,1909,2002
WN,4442,MCI,DEN,2004,2042
WN,4443,BWI,HOU,1435,1713
WN,4444,BWI,HOU,2124,2319
WN,4444,PVD,BWI,1928,2037
WN,4445,LAS,BWI,1413,2142
WN,4449,BNA,DAL,2210,1
WN,4449,DCA,BNA,2008,2046
WN,445,SNA,LAS,1859,2003
WN,4450,HNL,OGG,1917,1957
WN,4451,ABQ,LGB,1517,1610
WN,4455,PHX,MKE,1939,47
WN,4457,SMF,PHX,1929,2110
WN,4458,MDW,CHS,2042,2338
WN,446,LAS,SMF,755,944
WN,4462,TPA,RDU,1635,1805
WN,4464,LAX,PHX,2225,2339
WN,4465,MCO,DAL,2223,9
WN,4467,PVD,DCA,705,821
WN,4468,DEN,AUS,1053,1349
WN,4469,MDW,MCI,2242,2358
WN,447,DEN,BZN,1244,1423
WN,4470,PVD,MDW,2038,2152
WN,4475,STL,DEN,2036,2144
WN,4476,BWI,ORF,1034,1129
WN,4477,RNO,PHX,1114,1255
WN,4479,DAL,DCA,1825,2212
WN,448,HOU,BWI,604,947
WN,4480,MAF,HOU,1812,1945
WN,4484,HOU,LAX,2253,12
WN,4485,BHM,MCO,627,858
WN,4487,LAS,SNA,2057,2155
WN,4488,DEN,PIT,2019,104
WN,4488,SNA,DEN,1619,1924
WN,4489,CLE,LAS,1711,1823
WN,449,ONT,SMF,1012,1131
WN,449,PHX,ONT,806,919
WN,449,SAT,PHX,700,712
WN,4490,LAS,RNO,1812,1939
WN,4492,PHX,DEN,1435,1710
WN,4494,BUR,OAK,1555,1701
WN,4495,SLC,PHX,1538,1617
WN,4496,DEN,PDX,858,1034
WN,4496,PDX,OAK,1129,1318
WN,4497,LAS,ABQ,810,1046
WN,4499,HOU,AUS,835,918
WN,450,DAL,STL,555,738
WN,4500,DEN,STL,2148,35
WN,4501,LGA,DAL,1727,2002
WN,4503,BUF,MCO,1819,2049
WN,4504,MDW,OMA,2242,2
WN,4505,SJC,LGB,1956,2107
WN,4506,SJU,MCO,2108,5
WN,4509,SAN,TUS,2158,2317
WN,4509,SMF,SAN,1947,2116
WN,451,OAK,SNA,1852,2011
WN,4510,TPA,BNA,632,717
WN,4512,MDW,MHT,2042,2335
WN,4513,ATL,MIA,2310,54
WN,4514,PHX,IND,1243,1857
WN,4515,HOU,MCO,1136,1439
WN,4517,RSW,STL,1430,1620
WN,4518,STL,ICT,2249,2400
WN,4519,BNA,GRR,1405,1638
WN,4519,GRR,LAS,1722,1824
WN,452,LAX,HOU,501,1011
WN,4520,HOU,CRP,2255,2340
WN,4521,MKE,DEN,2021,2140
WN,4522,MCI,DCA,1917,2234
WN,4525,MDW,LAX,2250,114
WN,4526,PSP,LAS,1538,1647
WN,4526,SJC,PSP,1328,1448
WN,4528,MCI,MKE,1052,1221
WN,4529,ATL,BWI,1850,2022
WN,4529,BWI,BOS,2127,2245
WN,453,SMF,BNA,546,1131
WN,4530,LAX,SMF,2136,2246
WN,4532,MCO,LAS,625,826
WN,4533,OAK,LGB,1825,1939
WN,4534,MCO,BNA,1507,1600
WN,4535,SJC,SNA,1645,1756
WN,4536,STL,HOU,1526,1722
WN,4537,LAX,PHX,1744,1856
WN,4537,OAK,LAX,1545,1656
WN,4537,PHX,OKC,1957,2355
WN,4538,SAT,PHX,1242,1254
WN,454,LAS,IND,1840,103
WN,4541,DEN,RIC,1454,2008
WN,4541,LAS,DEN,1113,1354
WN,4541,SJC,LAS,900,1017
WN,4542,DCA,MDW,1842,1930
WN,4542,MDW,MSP,2056,2218
WN,4543,MDW,ATL,1518,1755
WN,4544,HOU,ECP,2023,2155
WN,4546,BNA,RSW,1940,2230
WN,4546,PWM,BNA,1714,1850
WN,4547,DCA,STL,1457,1556
WN,455,ATL,TPA,1421,1538
WN,4552,SEA,LAS,2056,2315
WN,4553,DEN,PHX,826,909
WN,4554,BNA,JAX,2041,2306
WN,4555,CLE,PHX,1851,1945
WN,4557,STL,LAX,628,823
WN,4558,ATL,IND,2302,24
WN,4559,CLT,MDW,1531,1615
WN,456,DAL,CMH,2035,2354
WN,4560,DEN,SNA,1627,1747
WN,4560,SNA,OAK,1827,1945
WN,4565,PDX,SJC,610,800
WN,4566,SAN,PHX,2149,2330
WN,4568,COS,DEN,1005,1049
WN,4569,DAL,MDW,2248,103
WN,4569,SJC,SLC,1529,1802
WN,4569,SLC,DAL,1840,2157
WN,457,SJC,BUR,1314,1425
WN,4570,MDW,MCI,1417,1529
WN,4571,MCO,SDF,1413,1621
WN,4574,HOU,DEN,534,714
WN,4575,IND,BWI,1501,1630
WN,4577,BWI,SAT,2150,1
WN,4578,DEN,FLL,1054,1635
WN,4579,DEN,TPA,649,1203
WN,458,MDW,MCO,623,949
WN,4580,PHX,SNA,1411,1518
WN,4580,SNA,OAK,1609,1727
WN,4583,LAS,MCI,636,1107
WN,4584,SJC,PHX,2117,2300
WN,4585,STL,OMA,1628,1736
WN,4586,CMH,MCO,1910,2119
WN,4588,DEN,LAS,2125,2217
WN,4589,MCO,PVD,2000,2241
WN,459,MEM,MDW,526,653
WN,4590,LGB,MSY,1229,1754
WN,4590,MSY,BWI,1837,2201
WN,4590,SMF,LGB,1013,1133
WN,4591,OGG,HNL,1951,2025
WN,4592,PBI,ISP,1814,2056
WN,4595,SAT,STL,1027,1233
WN,4597,DEN,SNA,2016,2133
WN,4598,ATL,BWI,1236,1407
WN,4598,BWI,ORF,1514,1605
WN,460,SAN,SFO,2146,2346
WN,460,TUS,SAN,1936,2047
WN,4600,PHX,OAK,617,810
WN,4601,DEN,HOU,621,924
WN,4603,STL,DAL,1942,2114
WN,4604,HOU,ELP,1837,1922
WN,4605,BNA,DEN,1508,1653
WN,4606,LAX,OAK,2210,2315
WN,4607,STL,SAN,1704,1839
WN,4609,PHX,TUL,1836,2246
WN,461,MDW,SDF,1532,1737
WN,461,SDF,LAS,1830,1922
WN,4611,MDW,PHX,757,926
WN,4611,PHX,BUR,1022,1152
WN,4612,MCI,MKE,1914,2039
WN,4613,HNL,OGG,2007,2047
WN,4614,DEN,SAV,2004,107
WN,4615,PDX,PHX,815,1032
WN,4617,BNA,AUS,2240,37
WN,4619,PHX,TPA,1533,2209
WN,4619,TPA,CMH,2245,50
WN,462,BWI,ABQ,1221,1427
WN,4620,LAS,STL,1925,37
